"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Age of Mother 9"	"Age of Mother 9 Code"	Births
	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	5630
	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	3338
	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	1228
	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	258
	"Mississippi"	"28"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	14
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	"Under 15 years"	"15"	50
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	2708
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	6648
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	5781
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	3519
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	1239
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	259
	"Mississippi"	"28"	"2011"	"2011"	"Male"	"M"	"45-49 years"	"45-49"	14
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	"Under 15 years"	"15"	50
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	2363
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	6194
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	5371
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	3517
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	1331
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	255
	"Mississippi"	"28"	"2012"	"2012"	"Female"	"F"	"45-49 years"	"45-49"	11
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	"Under 15 years"	"15"	41
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	2418
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	6462
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	5589
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	3494
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	1266
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	292
	"Mississippi"	"28"	"2012"	"2012"	"Male"	"M"	"45-49 years"	"45-49"	14
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	"Under 15 years"	"15"	34
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	2101
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	6201
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	5582
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	3622
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	1298
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	261
	"Mississippi"	"28"	"2013"	"2013"	"Female"	"F"	"45-49 years"	"45-49"	13
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	"Under 15 years"	"15"	40
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	2246
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	6282
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	5701
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	3665
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	1296
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	276
	"Mississippi"	"28"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	16
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	"Under 15 years"	"15"	36
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	1948
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	6246
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	5580
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	3636
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	1378
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	241
	"Mississippi"	"28"	"2014"	"2014"	"Female"	"F"	"45-49 years"	"45-49"	23
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	"Under 15 years"	"15"	36
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	1905
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	6367
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	5839
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	3847
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	1373
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	259
	"Mississippi"	"28"	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	21
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	"Under 15 years"	"15"	38
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	1709
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	5971
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	5724
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	3621
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	1459
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	"40-44 years"	"40-44"	247
	"Mississippi"	"28"	"2015"	"2015"	"Female"	"F"	"45-49 years"	"45-49"	12
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	"Under 15 years"	"15"	36
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	1827
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	6107
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	"25-29 years"	"25-29"	5938
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	"30-34 years"	"30-34"	3883
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	"35-39 years"	"35-39"	1549
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	256
	"Mississippi"	"28"	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	16
	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	"Under 15 years"	"15"	28
	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	1650
	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	5670
	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	5686
	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	3802
	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	1593
	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	244
	"Mississippi"	"28"	"2016"	"2016"	"Female"	"F"	"45-49 years"	"45-49"	12
	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	"Under 15 years"	"15"	24
	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	"15-19 years"	"15-19"	1676
	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	"20-24 years"	"20-24"	5803
	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	"25-29 years"	"25-29"	6040
	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	"30-34 years"	"30-34"	3861
	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	"35-39 years"	"35-39"	1580
	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	"40-44 years"	"40-44"	247
	"Mississippi"	"28"	"2016"	"2016"	"Male"	"M"	"45-49 years"	"45-49"	12
	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	"Under 15 years"	"15"	18
	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	"15-19 years"	"15-19"	1550
	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	"20-24 years"	"20-24"	5411
	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	"25-29 years"	"25-29"	5711
	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	"30-34 years"	"30-34"	3728
	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	"35-39 years"	"35-39"	1548
	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	"40-44 years"	"40-44"	283
	"Mississippi"	"28"	"2017"	"2017"	"Female"	"F"	"45-49 years"	"45-49"	14
	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	"Under 15 years"	"15"	20
	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	"15-19 years"	"15-19"	1587
	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	"20-24 years"	"20-24"	5667
	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	"25-29 years"	"25-29"	6102
	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	"30-34 years"	"30-34"	3852
	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	"35-39 years"	"35-39"	1576
	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	"40-44 years"	"40-44"	270
	"Mississippi"	"28"	"2017"	"2017"	"Male"	"M"	"45-49 years"	"45-49"	20
	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	"Under 15 years"	"15"	22
	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	"15-19 years"	"15-19"	1358
	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	"20-24 years"	"20-24"	5272
	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	"25-29 years"	"25-29"	5897
	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	"30-34 years"	"30-34"	3720
	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	"35-39 years"	"35-39"	1614
	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	"40-44 years"	"40-44"	283
	"Mississippi"	"28"	"2018"	"2018"	"Female"	"F"	"45-49 years"	"45-49"	14
	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	"Under 15 years"	"15"	27
	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	"15-19 years"	"15-19"	1450
	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	"20-24 years"	"20-24"	5505
	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	"25-29 years"	"25-29"	6079
	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	"30-34 years"	"30-34"	3841
	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	"35-39 years"	"35-39"	1627
	"Mississippi"	"28"	"2018"	"2018"	"Male"	"M"	"40-44 years"	"40-44"	278
	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	"Under 15 years"	"15"	24
	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	"15-19 years"	"15-19"	1374
	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	"20-24 years"	"20-24"	5068
	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	"25-29 years"	"25-29"	5733
	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	"30-34 years"	"30-34"	3835
	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	"35-39 years"	"35-39"	1583
	"Mississippi"	"28"	"2019"	"2019"	"Female"	"F"	"40-44 years"	"40-44"	263
	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	"Under 15 years"	"15"	18
	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	"15-19 years"	"15-19"	1495
	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	"20-24 years"	"20-24"	5353
	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	"25-29 years"	"25-29"	5930
	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	"30-34 years"	"30-34"	3918
	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	"35-39 years"	"35-39"	1716
	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	"40-44 years"	"40-44"	303
	"Mississippi"	"28"	"2019"	"2019"	"Male"	"M"	"45-49 years"	"45-49"	11
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	"Under 15 years"	"15"	47
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	"15-19 years"	"15-19"	4443
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	"20-24 years"	"20-24"	11589
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	"25-29 years"	"25-29"	12023
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	"30-34 years"	"30-34"	7810
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	"35-39 years"	"35-39"	3469
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	"40-44 years"	"40-44"	689
	"Missouri"	"29"	"2007"	"2007"	"Female"	"F"	"45-49 years"	"45-49"	41
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	"Under 15 years"	"15"	60
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	"15-19 years"	"15-19"	4801
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	"20-24 years"	"20-24"	11928
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	"25-29 years"	"25-29"	12591
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	"30-34 years"	"30-34"	8154
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	"35-39 years"	"35-39"	3586
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	"40-44 years"	"40-44"	656
	"Missouri"	"29"	"2007"	"2007"	"Male"	"M"	"45-49 years"	"45-49"	40
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	"Under 15 years"	"15"	47
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	"15-19 years"	"15-19"	4451
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	"20-24 years"	"20-24"	11152
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	"25-29 years"	"25-29"	11888
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	"30-34 years"	"30-34"	7892
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	"35-39 years"	"35-39"	3399
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	"40-44 years"	"40-44"	677
	"Missouri"	"29"	"2008"	"2008"	"Female"	"F"	"45-49 years"	"45-49"	36
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	"Under 15 years"	"15"	45
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	"15-19 years"	"15-19"	4709
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	"20-24 years"	"20-24"	11544
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	"25-29 years"	"25-29"	12648
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	"30-34 years"	"30-34"	8174
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	"35-39 years"	"35-39"	3559
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	"40-44 years"	"40-44"	696
	"Missouri"	"29"	"2008"	"2008"	"Male"	"M"	"45-49 years"	"45-49"	41
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	"Under 15 years"	"15"	33
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	"15-19 years"	"15-19"	4052
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	"20-24 years"	"20-24"	10607
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	"25-29 years"	"25-29"	11568
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	"30-34 years"	"30-34"	7858
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	"35-39 years"	"35-39"	3409
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	"40-44 years"	"40-44"	618
	"Missouri"	"29"	"2009"	"2009"	"Female"	"F"	"45-49 years"	"45-49"	32
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	"Under 15 years"	"15"	41
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	"15-19 years"	"15-19"	4447
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	"20-24 years"	"20-24"	11348
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	"25-29 years"	"25-29"	12245
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	"30-34 years"	"30-34"	8497
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	"35-39 years"	"35-39"	3424
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	"40-44 years"	"40-44"	681
	"Missouri"	"29"	"2009"	"2009"	"Male"	"M"	"45-49 years"	"45-49"	42
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	"Under 15 years"	"15"	34
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	"15-19 years"	"15-19"	3730
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	"20-24 years"	"20-24"	9929
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	"25-29 years"	"25-29"	11513
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	"30-34 years"	"30-34"	8223
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	"35-39 years"	"35-39"	3135
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	"40-44 years"	"40-44"	678
	"Missouri"	"29"	"2010"	"2010"	"Female"	"F"	"45-49 years"	"45-49"	34
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	"Under 15 years"	"15"	41
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	"15-19 years"	"15-19"	3939
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	"20-24 years"	"20-24"	10639
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	"25-29 years"	"25-29"	12049
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	"30-34 years"	"30-34"	8552
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	"35-39 years"	"35-39"	3517
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	"40-44 years"	"40-44"	697
	"Missouri"	"29"	"2010"	"2010"	"Male"	"M"	"45-49 years"	"45-49"	46
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	"Under 15 years"	"15"	28
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	"15-19 years"	"15-19"	3362
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	"20-24 years"	"20-24"	9739
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	"25-29 years"	"25-29"	11414
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	"30-34 years"	"30-34"	8558
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	"35-39 years"	"35-39"	3202
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	"40-44 years"	"40-44"	676
	"Missouri"	"29"	"2011"	"2011"	"Female"	"F"	"45-49 years"	"45-49"	38
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	"Under 15 years"	"15"	33
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	"15-19 years"	"15-19"	3582
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	"20-24 years"	"20-24"	10460
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	"25-29 years"	"25-29"	11836
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	"30-34 years"	"30-34"	8963
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	"35-39 years"	"35-39"	3468
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	"40-44 years"	"40-44"	716
	"Missouri"	"29"	"2011"	"2011"	"Male"	"M"	"45-49 years"	"45-49"	38
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	"Under 15 years"	"15"	34
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	"15-19 years"	"15-19"	3054
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	"20-24 years"	"20-24"	9676
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	"25-29 years"	"25-29"	11253
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	"30-34 years"	"30-34"	8703
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	"35-39 years"	"35-39"	3318
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	"40-44 years"	"40-44"	706
	"Missouri"	"29"	"2012"	"2012"	"Female"	"F"	"45-49 years"	"45-49"	41
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	"Under 15 years"	"15"	35
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	"15-19 years"	"15-19"	3263
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	"20-24 years"	"20-24"	10214
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	"25-29 years"	"25-29"	11792
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	"30-34 years"	"30-34"	9206
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	"35-39 years"	"35-39"	3382
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	"40-44 years"	"40-44"	734
	"Missouri"	"29"	"2012"	"2012"	"Male"	"M"	"45-49 years"	"45-49"	31
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	"Under 15 years"	"15"	15
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	"15-19 years"	"15-19"	2804
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	"20-24 years"	"20-24"	9496
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	"25-29 years"	"25-29"	11395
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	"30-34 years"	"30-34"	9116
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	"35-39 years"	"35-39"	3401
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	"40-44 years"	"40-44"	652
	"Missouri"	"29"	"2013"	"2013"	"Female"	"F"	"45-49 years"	"45-49"	23
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	"Under 15 years"	"15"	28
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	"15-19 years"	"15-19"	3010
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	"20-24 years"	"20-24"	9934
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	"25-29 years"	"25-29"	11798
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	"30-34 years"	"30-34"	9334
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	"35-39 years"	"35-39"	3552
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	"40-44 years"	"40-44"	692
	"Missouri"	"29"	"2013"	"2013"	"Male"	"M"	"45-49 years"	"45-49"	46
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	"Under 15 years"	"15"	29
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	"15-19 years"	"15-19"	2559
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	"20-24 years"	"20-24"	9385
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	"25-29 years"	"25-29"	11161
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	"30-34 years"	"30-34"	9260
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	"35-39 years"	"35-39"	3540
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	"40-44 years"	"40-44"	666
	"Missouri"	"29"	"2014"	"2014"	"Female"	"F"	"45-49 years"	"45-49"	41
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	"Under 15 years"	"15"	22
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	"15-19 years"	"15-19"	2673
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	"20-24 years"	"20-24"	9656
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	"25-29 years"	"25-29"	12057
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	"30-34 years"	"30-34"	9865
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	"35-39 years"	"35-39"	3666
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	"40-44 years"	"40-44"	735
	"Missouri"	"29"	"2014"	"2014"	"Male"	"M"	"45-49 years"	"45-49"	39
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	"Under 15 years"	"15"	23
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	"15-19 years"	"15-19"	2351
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	"20-24 years"	"20-24"	8961
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	"25-29 years"	"25-29"	11401
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	"30-34 years"	"30-34"	9462
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	"35-39 years"	"35-39"	3771
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	"40-44 years"	"40-44"	652
	"Missouri"	"29"	"2015"	"2015"	"Female"	"F"	"45-49 years"	"45-49"	45
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	"Under 15 years"	"15"	20
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	"15-19 years"	"15-19"	2487
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	"20-24 years"	"20-24"	9516
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	"25-29 years"	"25-29"	11933
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	"30-34 years"	"30-34"	9884
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	"35-39 years"	"35-39"	3880
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	"40-44 years"	"40-44"	636
	"Missouri"	"29"	"2015"	"2015"	"Male"	"M"	"45-49 years"	"45-49"	30
	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	"Under 15 years"	"15"	15
	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	"15-19 years"	"15-19"	2138
	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	"20-24 years"	"20-24"	8596
	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	"25-29 years"	"25-29"	11410
	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	"30-34 years"	"30-34"	9512
	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	"35-39 years"	"35-39"	4014
	"Missouri"	"29"	"2016"	"2016"	"Female"	"F"	"40-44 years"	"40-44"	697
