"Notes"	"Infant Delivery Weight 14"	"Infant Delivery Weight 14 Code"	"Delivery Method"	"Delivery Method Code"	"LMP Gestational Age 10"	"LMP Gestational Age 10 Code"	"Plurality or Multiple Birth"	"Plurality or Multiple Birth Code"	"Standard Residence States"	"Standard Residence States Code"	Fetal Deaths	Percent of Total Deaths
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Mississippi"	"28"	68	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Missouri"	"29"	84	0.03
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Nebraska"	"31"	22	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Nevada"	"32"	50	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"New Hampshire"	"33"	13	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"New Jersey"	"34"	110	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"New Mexico"	"35"	34	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"New York"	"36"	218	0.07
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"North Carolina"	"37"	160	0.05
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"North Dakota"	"38"	10	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Ohio"	"39"	159	0.05
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Oklahoma"	"40"	52	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Oregon"	"41"	51	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Pennsylvania"	"42"	160	0.05
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"South Carolina"	"45"	110	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"South Dakota"	"46"	13	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Tennessee"	"47"	115	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Texas"	"48"	333	0.11
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Utah"	"49"	60	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Virginia"	"51"	68	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Washington"	"53"	65	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"West Virginia"	"54"	21	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Wisconsin"	"55"	83	0.03
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Single"	"1"	"Wyoming"	"56"	11	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Twin"	"2"	"California"	"06"	10	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Twin"	"2"	"Florida"	"12"	13	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"32-35 weeks"	"06"	"Twin"	"2"	"Texas"	"48"	15	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Alabama"	"01"	30	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Arizona"	"04"	22	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Arkansas"	"05"	13	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"California"	"06"	97	0.03
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Colorado"	"08"	11	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Florida"	"12"	63	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Georgia"	"13"	31	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Illinois"	"17"	28	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Indiana"	"18"	19	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Kentucky"	"21"	12	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Louisiana"	"22"	13	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Maryland"	"24"	12	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Michigan"	"26"	16	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Minnesota"	"27"	11	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Mississippi"	"28"	14	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Missouri"	"29"	17	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"New Jersey"	"34"	18	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"New York"	"36"	35	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"North Carolina"	"37"	34	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Ohio"	"39"	23	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Oregon"	"41"	11	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Pennsylvania"	"42"	41	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"South Carolina"	"45"	19	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Tennessee"	"47"	19	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Texas"	"48"	75	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Virginia"	"51"	17	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Washington"	"53"	12	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"36 weeks"	"07"	"Single"	"1"	"Wisconsin"	"55"	18	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Alabama"	"01"	28	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Arizona"	"04"	29	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Arkansas"	"05"	19	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"California"	"06"	152	0.05
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Colorado"	"08"	24	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Connecticut"	"09"	10	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Florida"	"12"	69	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Georgia"	"13"	37	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Illinois"	"17"	38	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Indiana"	"18"	38	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Iowa"	"19"	16	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Kansas"	"20"	21	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Kentucky"	"21"	13	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Louisiana"	"22"	21	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Maryland"	"24"	23	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Massachusetts"	"25"	19	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Michigan"	"26"	35	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Minnesota"	"27"	18	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Mississippi"	"28"	28	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Missouri"	"29"	21	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Nebraska"	"31"	10	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"New Jersey"	"34"	18	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"New York"	"36"	65	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"North Carolina"	"37"	46	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Ohio"	"39"	38	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Oklahoma"	"40"	10	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Oregon"	"41"	15	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Pennsylvania"	"42"	41	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"South Carolina"	"45"	28	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Tennessee"	"47"	31	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Texas"	"48"	118	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Utah"	"49"	10	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Virginia"	"51"	16	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Washington"	"53"	20	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"37-39 weeks"	"08"	"Single"	"1"	"Wisconsin"	"55"	18	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"40 weeks"	"09"	"Single"	"1"	"California"	"06"	26	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"40 weeks"	"09"	"Single"	"1"	"Florida"	"12"	12	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"40 weeks"	"09"	"Single"	"1"	"Georgia"	"13"	11	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"40 weeks"	"09"	"Single"	"1"	"New York"	"36"	14	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"40 weeks"	"09"	"Single"	"1"	"Texas"	"48"	13	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"42 or more weeks"	"11"	"Single"	"1"	"California"	"06"	22	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"42 or more weeks"	"11"	"Single"	"1"	"Florida"	"12"	13	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"42 or more weeks"	"11"	"Single"	"1"	"Texas"	"48"	18	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Alabama"	"01"	167	0.05
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Alaska"	"02"	22	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Arizona"	"04"	200	0.06
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Arkansas"	"05"	102	0.03
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"California"	"06"	797	0.26
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Colorado"	"08"	107	0.03
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Connecticut"	"09"	52	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Delaware"	"10"	22	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"District of Columbia"	"11"	32	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Florida"	"12"	476	0.15
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Georgia"	"13"	260	0.08
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Hawaii"	"15"	20	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Idaho"	"16"	42	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Illinois"	"17"	295	0.09
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Indiana"	"18"	171	0.05
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Iowa"	"19"	70	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Kansas"	"20"	79	0.03
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Kentucky"	"21"	126	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Louisiana"	"22"	107	0.03
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Maine"	"23"	14	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Maryland"	"24"	149	0.05
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Massachusetts"	"25"	131	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Michigan"	"26"	231	0.07
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Minnesota"	"27"	138	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Mississippi"	"28"	126	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Missouri"	"29"	173	0.06
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Montana"	"30"	21	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Nebraska"	"31"	43	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Nevada"	"32"	73	0.02
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"New Hampshire"	"33"	23	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"New Jersey"	"34"	206	0.07
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"New Mexico"	"35"	39	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"New York"	"36"	386	0.12
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"North Carolina"	"37"	313	0.10
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"North Dakota"	"38"	26	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Ohio"	"39"	333	0.11
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Oklahoma"	"40"	123	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Oregon"	"41"	87	0.03
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Pennsylvania"	"42"	256	0.08
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Rhode Island"	"44"	12	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"South Carolina"	"45"	158	0.05
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"South Dakota"	"46"	29	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Tennessee"	"47"	190	0.06
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Texas"	"48"	686	0.22
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Utah"	"49"	94	0.03
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Virginia"	"51"	154	0.05
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Washington"	"53"	135	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"West Virginia"	"54"	34	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Wisconsin"	"55"	119	0.04
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"California"	"06"	21	0.01
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Georgia"	"13"	11	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"New York"	"36"	10	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"North Carolina"	"37"	14	0.00
	"1500 - 1999 grams"	"06"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Texas"	"48"	15	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Alabama"	"01"	14	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Arizona"	"04"	14	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"California"	"06"	63	0.02
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Florida"	"12"	50	0.02
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Georgia"	"13"	23	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Illinois"	"17"	20	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Indiana"	"18"	18	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Kentucky"	"21"	11	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Louisiana"	"22"	15	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Maryland"	"24"	14	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Michigan"	"26"	12	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Minnesota"	"27"	10	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Mississippi"	"28"	17	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Missouri"	"29"	10	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Nevada"	"32"	11	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"New Jersey"	"34"	15	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"New York"	"36"	20	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"North Carolina"	"37"	26	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Ohio"	"39"	18	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Oklahoma"	"40"	10	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Pennsylvania"	"42"	21	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"South Carolina"	"45"	19	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Tennessee"	"47"	17	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Texas"	"48"	65	0.02
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Virginia"	"51"	10	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Single"	"1"	"Wisconsin"	"55"	15	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"28-31 weeks"	"05"	"Twin"	"2"	"Texas"	"48"	10	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Alabama"	"01"	39	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Arizona"	"04"	25	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Arkansas"	"05"	21	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"California"	"06"	134	0.04
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Colorado"	"08"	10	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Florida"	"12"	106	0.03
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Georgia"	"13"	42	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Illinois"	"17"	35	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Indiana"	"18"	30	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Iowa"	"19"	12	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Kansas"	"20"	18	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Kentucky"	"21"	29	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Louisiana"	"22"	20	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Maryland"	"24"	16	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Massachusetts"	"25"	18	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Michigan"	"26"	33	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Mississippi"	"28"	33	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Missouri"	"29"	24	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"Nevada"	"32"	14	0.00
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"New Jersey"	"34"	46	0.01
	"1500 - 1999 grams"	"06"	"Cesarean"	"2"	"32-35 weeks"	"06"	"Single"	"1"	"New York"	"36"	62	0.02
